record_type,timestamp_us,sample_index,emg_timer_gap,imu_sample_index,imu_timer_gap,ads_raw,ads_voltage,ac_voltage,envelope_raw,envelope_voltage,adaptive_on_voltage,adaptive_off_voltage,fixed_on_voltage,fixed_off_voltage,detector_state,leads,lo_minus,lo_plus,motion,fixed_active,adaptive_active,fixed_event,adaptive_event,fixed_release,adaptive_release,ax,ay,az,gx,gy,gz,phase,repetition,intensity,on_coefficient,off_coefficient,motion_gyro_dps,motion_accel_delta_g
emg,6230988322,5355853,1,,,13200,1.6500000000000001,0.0044652344070528205,72.37870025634766,0.009047337532043457,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6231092992,5355943,1,,,13150,1.64375,-0.002349558083106773,183.8585662841797,0.02298232078552246,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6231197680,5356033,1,,,13268,1.6585,0.011682948395474568,114.69190216064453,0.014336487770080567,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6231302338,5356123,1,,,13229,1.6536250000000001,0.006032829403686213,71.70732116699219,0.008963415145874024,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6231407000,5356213,1,,,13172,1.6465,-0.0019565176956373165,97.68226623535156,0.012210283279418945,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
imu,6231520426,,,622738,1,,,,,,,,,,,,,,,,,,,,,-0.176513671875,-0.0755615234375,0.9095458984375,-0.07633587786259542,0.06870229007633588,0.11450381679389313,,,,6.0,3.0,20.0,0.25
imu,6231560426,,,622742,1,,,,,,,,,,,,,,,,,,,,,-0.1787109375,-0.0755615234375,0.9105224609375,-0.09923664122137404,0.04580152671755725,-0.015267175572519083,,,,6.0,3.0,20.0,0.25
emg,6231721014,5356483,1,,,13090,1.63625,-0.01381123504535453,113.26953887939453,0.014158692359924317,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6231814055,5356563,1,,,13383,1.6728750000000001,0.022189405408499896,94.33120727539062,0.011791400909423828,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6231918717,5356653,1,,,13322,1.6652500000000001,0.013599443684995105,109.66133880615234,0.013707667350769044,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232023389,5356743,1,,,13234,1.65425,0.0018672007041018457,107.31114959716797,0.013413893699645997,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232128107,5356833,1,,,13192,1.649,-0.004359081016990007,129.55189514160156,0.016193986892700196,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232232727,5356923,1,,,13321,1.665125,0.010561128736878755,193.1113739013672,0.024138921737670897,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232337399,5357013,1,,,13452,1.6815,0.02622823741956881,146.41964721679688,0.01830245590209961,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232442072,5357103,1,,,13316,1.6645,0.008703082473481505,101.6099624633789,0.012701245307922363,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232546742,5357193,1,,,13059,1.6323750000000001,-0.023095546050948546,87.0918197631836,0.01088647747039795,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232653738,5357284,1,,,13205,1.650625,-0.004146041279492918,110.75485229492188,0.013844356536865235,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6232757238,5357374,1,,,13296,1.6620000000000001,0.008070100840059657,125.46361541748047,0.01568295192718506,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
